source,target,company,weight,round_gap_years,source_round,target_round
G-51 Capital,Tribeca Venture Partners,ReachForce,0.8675393084510806,0.474,series-a,series-b
Valhalla Partners,Palomar Ventures,RealOps,0.7036036763554686,1.172,series-a,series-b
Kodiak Venture Partners,FirstMark Capital,Recordant,0.7440196114577204,0.986,series-a,series-b
Kodiak Venture Partners,The Aurora Funds,Recordant,0.7440196114577204,0.986,series-a,series-b
Edison Ventures,Chrysalis Ventures,Regent Education,0.5400916524293641,2.053,series-a,series-b
Edison Ventures,Windcrest Partners,Regent Education,0.5400916524293641,2.053,series-a,series-b
Accel Partners,Battery Ventures,RelateIQ,0.8754129612427216,0.444,series-a,series-b
Accel Partners,Formation 8,RelateIQ,0.8754129612427216,0.444,series-a,series-b
Morgenthaler Ventures,Accel Partners,RelateIQ,0.8754129612427216,0.444,series-a,series-b
Morgenthaler Ventures,Battery Ventures,RelateIQ,0.8754129612427216,0.444,series-a,series-b
Morgenthaler Ventures,Formation 8,RelateIQ,0.8754129612427216,0.444,series-a,series-b
SV Angel,Accel Partners,RelateIQ,0.8754129612427216,0.444,series-a,series-b
SV Angel,Battery Ventures,RelateIQ,0.8754129612427216,0.444,series-a,series-b
SV Angel,Formation 8,RelateIQ,0.8754129612427216,0.444,series-a,series-b
Stage One Capital,Accel Partners,RelateIQ,0.8754129612427216,0.444,series-a,series-b
Stage One Capital,Battery Ventures,RelateIQ,0.8754129612427216,0.444,series-a,series-b
Stage One Capital,Formation 8,RelateIQ,0.8754129612427216,0.444,series-a,series-b
Hummer Winblad Venture Partners,Pelion Venture Partners,Replay Solutions,0.5999656011183913,1.703,series-a,series-b
Hummer Winblad Venture Partners,Sigma Partners,Replay Solutions,0.5999656011183913,1.703,series-a,series-b
Partech Ventures,Pelion Venture Partners,Replay Solutions,0.5999656011183913,1.703,series-a,series-b
Partech Ventures,Sigma Partners,Replay Solutions,0.5999656011183913,1.703,series-a,series-b
Connecticut Innovations,dsskjfmt,Retail Optimization,0.613923463879359,1.626,series-a,series-b
Novak Biddle Venture Partners,SeventySix Captial,ReverbNation,0.5252176635188205,2.146,series-a,series-b
Southern Capitol Ventures,SeventySix Captial,ReverbNation,0.5252176635188205,2.146,series-a,series-b
I-Source Gestion,OTC Asset Management,Rhapso,0.4983217928538584,2.322,series-a,series-b
Shasta Ventures,InterWest Partners,Right90,0.48499632614164995,2.412,series-a,series-b
Shasta Ventures,US Venture Partners,Right90,0.48499632614164995,2.412,series-a,series-b
Compass,Domain Associates,RightCare Solutions,0.7205642169362148,1.092,series-a,series-b
Domain Associates,Compass,RightCare Solutions,0.7205642169362148,1.092,series-a,series-b
Benchmark,Index Ventures,RightScale,0.8292206511354501,0.624,series-a,series-b
New Enterprise Associates,Mohr Davidow Ventures,RingCube Technologies,0.8725415805945816,0.454,series-a,series-b
ATA Ventures,Covera Ventures,RipCode,0.799131329437992,0.747,series-a,series-b
ATA Ventures,El Dorado Ventures,RipCode,0.799131329437992,0.747,series-a,series-b
ATA Ventures,Vesbridge Partners,RipCode,0.799131329437992,0.747,series-a,series-b
Covera Ventures,ATA Ventures,RipCode,0.799131329437992,0.747,series-a,series-b
Covera Ventures,El Dorado Ventures,RipCode,0.799131329437992,0.747,series-a,series-b
Covera Ventures,Vesbridge Partners,RipCode,0.799131329437992,0.747,series-a,series-b
El Dorado Ventures,ATA Ventures,RipCode,0.799131329437992,0.747,series-a,series-b
El Dorado Ventures,Covera Ventures,RipCode,0.799131329437992,0.747,series-a,series-b
El Dorado Ventures,Vesbridge Partners,RipCode,0.799131329437992,0.747,series-a,series-b
Grotech Ventures,Core Capital Partners,Rollstream,0.6955592961594029,1.21,series-a,series-b
General Catalyst Partners,Geolo Capital,Roost,0.559048243021484,1.938,series-a,series-b
General Catalyst Partners,Shasta Ventures,Roost,0.559048243021484,1.938,series-a,series-b
General Catalyst Partners,The Cross Country Group,Roost,0.559048243021484,1.938,series-a,series-b
Geolo Capital,General Catalyst Partners,Roost,0.559048243021484,1.938,series-a,series-b
Geolo Capital,Shasta Ventures,Roost,0.559048243021484,1.938,series-a,series-b
Geolo Capital,The Cross Country Group,Roost,0.559048243021484,1.938,series-a,series-b
The Cross Country Group,General Catalyst Partners,Roost,0.559048243021484,1.938,series-a,series-b
The Cross Country Group,Geolo Capital,Roost,0.559048243021484,1.938,series-a,series-b
The Cross Country Group,Shasta Ventures,Roost,0.559048243021484,1.938,series-a,series-b
Core Capital Partners,Polaris Partners,Roundbox,0.8278595999006242,0.63,series-a,series-b
Core Capital Partners,RRE Ventures,Roundbox,0.8278595999006242,0.63,series-a,series-b
RRE Ventures,Core Capital Partners,Roundbox,0.8278595999006242,0.63,series-a,series-b
RRE Ventures,Polaris Partners,Roundbox,0.8278595999006242,0.63,series-a,series-b
Discovery Capital,Audiovox Canada,Rx Networks,0.614427920271595,1.624,series-a,series-b
Discovery Capital,British Columbia Discovery Funding,Rx Networks,0.614427920271595,1.624,series-a,series-b
Discovery Capital,TELUS Ventures,Rx Networks,0.614427920271595,1.624,series-a,series-b
TELUS,Audiovox Canada,Rx Networks,0.614427920271595,1.624,series-a,series-b
TELUS,British Columbia Discovery Funding,Rx Networks,0.614427920271595,1.624,series-a,series-b
TELUS,TELUS Ventures,Rx Networks,0.614427920271595,1.624,series-a,series-b
Novacap Investments,iNovia Capital,Ryma Technology Solutions,0.43373641193880463,2.784,series-a,series-b
Canaan Partners,Formative Ventures,SOASTA,0.809702570479468,0.704,series-a,series-b
Canaan Partners,The Entrepreneurs' Fund III,SOASTA,0.809702570479468,0.704,series-a,series-b
Austin Ventures,Lightspeed Venture Partners,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Austin Ventures,Origin Ventures,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Austin Ventures,Silverton Partners,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Lightspeed Venture Partners,Austin Ventures,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Lightspeed Venture Partners,Origin Ventures,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Lightspeed Venture Partners,Silverton Partners,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Origin Ventures,Austin Ventures,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Origin Ventures,Lightspeed Venture Partners,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Origin Ventures,Silverton Partners,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Silverton Partners,Austin Ventures,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Silverton Partners,Lightspeed Venture Partners,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Silverton Partners,Origin Ventures,SailPoint Technologies,0.7282993493431668,1.057,series-a,series-b
Howard Lindzon,European Founders Fund,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Howard Lindzon,Greycroft Partners,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Howard Lindzon,Ron Conway,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Howard Lindzon,SV Angel,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Howard Lindzon,SoftBank Capital,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
James Altucher,European Founders Fund,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
James Altucher,Greycroft Partners,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
James Altucher,Ron Conway,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
James Altucher,SV Angel,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
James Altucher,SoftBank Capital,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Mark Pincus,European Founders Fund,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Mark Pincus,Greycroft Partners,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Mark Pincus,Ron Conway,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Mark Pincus,SV Angel,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Mark Pincus,SoftBank Capital,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Peter Thiel,European Founders Fund,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Peter Thiel,Greycroft Partners,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Peter Thiel,Ron Conway,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Peter Thiel,SV Angel,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Peter Thiel,SoftBank Capital,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Roger Ehrenberg,European Founders Fund,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Roger Ehrenberg,Greycroft Partners,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Roger Ehrenberg,Ron Conway,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Roger Ehrenberg,SV Angel,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Roger Ehrenberg,SoftBank Capital,Salesforce Buddy Media,0.8299020156420225,0.621,series-a,series-b
Carmel Ventures,Gemini Israel ventures,Samanage,0.7282993493431668,1.057,series-a,series-b
Gemini Israel ventures,Carmel Ventures,Samanage,0.7282993493431668,1.057,series-a,series-b
The Contrarian Group,Salesforce,Sauce Labs,0.39724451327824084,3.077,series-a,series-b
The Contrarian Group,Triage Ventures,Sauce Labs,0.39724451327824084,3.077,series-a,series-b
Blue Chip Venture Company,Benchmark,Scale Computing,0.7965101548195431,0.758,series-a,series-b
Blue Chip Venture Company,CID Group,Scale Computing,0.7965101548195431,0.758,series-a,series-b
Blue Chip Venture Company,Spring Mill Venture Partners,Scale Computing,0.7965101548195431,0.758,series-a,series-b
CID Group,Benchmark,Scale Computing,0.7965101548195431,0.758,series-a,series-b
CID Group,Blue Chip Venture Company,Scale Computing,0.7965101548195431,0.758,series-a,series-b
CID Group,Spring Mill Venture Partners,Scale Computing,0.7965101548195431,0.758,series-a,series-b
Spring Mill Venture Partners,Benchmark,Scale Computing,0.7965101548195431,0.758,series-a,series-b
Spring Mill Venture Partners,Blue Chip Venture Company,Scale Computing,0.7965101548195431,0.758,series-a,series-b
Spring Mill Venture Partners,CID Group,Scale Computing,0.7965101548195431,0.758,series-a,series-b
Accel Partners,Ignition Partners,ScaleXtreme,0.7828893876265071,0.816,series-a,series-b
Cr̩dit Agricole Private Equity,CAPE Natixis,Scality,0.8057220660840101,0.72,series-a,series-b
Cr̩dit Agricole Private Equity,Galileo Partners,Scality,0.8057220660840101,0.72,series-a,series-b
Cr̩dit Agricole Private Equity,IDInvest Partners,Scality,0.8057220660840101,0.72,series-a,series-b
Cr̩dit Agricole Private Equity,Jerome Lecat,Scality,0.8057220660840101,0.72,series-a,series-b
Galileo Partners,CAPE Natixis,Scality,0.8057220660840101,0.72,series-a,series-b
Galileo Partners,IDInvest Partners,Scality,0.8057220660840101,0.72,series-a,series-b
Galileo Partners,Jerome Lecat,Scality,0.8057220660840101,0.72,series-a,series-b
CMEA Capital,Menlo Ventures,Schooner Information Technology,0.5805744896160538,1.812,series-a,series-b
CMEA Capital,Redpoint Ventures,Schooner Information Technology,0.5805744896160538,1.812,series-a,series-b
Redpoint Ventures,CMEA Capital,Schooner Information Technology,0.5805744896160538,1.812,series-a,series-b
Redpoint Ventures,Menlo Ventures,Schooner Information Technology,0.5805744896160538,1.812,series-a,series-b
New Enterprise Associates,Intel Capital,ScienceLogic,0.541424114712645,2.045,series-a,series-b
Rogers Ventures,EDC Equity,ScribbleLive,0.6174633752259566,1.607,series-a,series-b
Rogers Ventures,Georgian Partners,ScribbleLive,0.6174633752259566,1.607,series-a,series-b
Rogers Ventures,Rogers Venture Partners,ScribbleLive,0.6174633752259566,1.607,series-a,series-b
Rogers Ventures,Summerhill Venture Partners,ScribbleLive,0.6174633752259566,1.607,series-a,series-b
Summerhill Venture Partners,EDC Equity,ScribbleLive,0.6174633752259566,1.607,series-a,series-b
Summerhill Venture Partners,Georgian Partners,ScribbleLive,0.6174633752259566,1.607,series-a,series-b
Summerhill Venture Partners,Rogers Venture Partners,ScribbleLive,0.6174633752259566,1.607,series-a,series-b
BDC Venture Capital,Northwater Capital,SeaWell Networks,0.5655138263867543,1.9,series-a,series-b
MaRS Investment Accelerator Fund,BDC Venture Capital,SeaWell Networks,0.5655138263867543,1.9,series-a,series-b
MaRS Investment Accelerator Fund,Northwater Capital,SeaWell Networks,0.5655138263867543,1.9,series-a,series-b
Northwater Capital,BDC Venture Capital,SeaWell Networks,0.5655138263867543,1.9,series-a,series-b
Ontario Centres of Excellence,BDC Venture Capital,SeaWell Networks,0.5655138263867543,1.9,series-a,series-b
Ontario Centres of Excellence,Northwater Capital,SeaWell Networks,0.5655138263867543,1.9,series-a,series-b
Accel Partners,Benchmark,Seeking Alpha,0.37721171711732826,3.25,series-a,series-b
Accel Partners,DAG Ventures,Seeking Alpha,0.37721171711732826,3.25,series-a,series-b
Benchmark,Accel Partners,Seeking Alpha,0.37721171711732826,3.25,series-a,series-b
Benchmark,DAG Ventures,Seeking Alpha,0.37721171711732826,3.25,series-a,series-b
Radar Partners,Jafco Ventures,Sencha,0.669769701201184,1.336,series-a,series-b
Radar Partners,Sequoia Capital,Sencha,0.669769701201184,1.336,series-a,series-b
Sequoia Capital,Jafco Ventures,Sencha,0.669769701201184,1.336,series-a,series-b
Sequoia Capital,Radar Partners,Sencha,0.669769701201184,1.336,series-a,series-b
500 Startups,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
500 Startups,Foundry Group,SendGrid,0.5312919847080616,2.108,series-a,series-b
500 Startups,Highway 12 Ventures,SendGrid,0.5312919847080616,2.108,series-a,series-b
500 Startups,SoftTech VC,SendGrid,0.5312919847080616,2.108,series-a,series-b
500 Startups,Techstars,SendGrid,0.5312919847080616,2.108,series-a,series-b
David Cohen,500 Startups,SendGrid,0.5312919847080616,2.108,series-a,series-b
David Cohen,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
David Cohen,Foundry Group,SendGrid,0.5312919847080616,2.108,series-a,series-b
David Cohen,Highway 12 Ventures,SendGrid,0.5312919847080616,2.108,series-a,series-b
David Cohen,SoftTech VC,SendGrid,0.5312919847080616,2.108,series-a,series-b
David Cohen,Techstars,SendGrid,0.5312919847080616,2.108,series-a,series-b
FF Angel LLC,500 Startups,SendGrid,0.5312919847080616,2.108,series-a,series-b
FF Angel LLC,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
FF Angel LLC,Foundry Group,SendGrid,0.5312919847080616,2.108,series-a,series-b
FF Angel LLC,Highway 12 Ventures,SendGrid,0.5312919847080616,2.108,series-a,series-b
FF Angel LLC,SoftTech VC,SendGrid,0.5312919847080616,2.108,series-a,series-b
FF Angel LLC,Techstars,SendGrid,0.5312919847080616,2.108,series-a,series-b
Founders Fund,500 Startups,SendGrid,0.5312919847080616,2.108,series-a,series-b
Founders Fund,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
Founders Fund,Foundry Group,SendGrid,0.5312919847080616,2.108,series-a,series-b
Founders Fund,Highway 12 Ventures,SendGrid,0.5312919847080616,2.108,series-a,series-b
Founders Fund,SoftTech VC,SendGrid,0.5312919847080616,2.108,series-a,series-b
Founders Fund,Techstars,SendGrid,0.5312919847080616,2.108,series-a,series-b
Foundry Group,500 Startups,SendGrid,0.5312919847080616,2.108,series-a,series-b
Foundry Group,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
Foundry Group,Highway 12 Ventures,SendGrid,0.5312919847080616,2.108,series-a,series-b
Foundry Group,SoftTech VC,SendGrid,0.5312919847080616,2.108,series-a,series-b
Foundry Group,Techstars,SendGrid,0.5312919847080616,2.108,series-a,series-b
Highway 12 Ventures,500 Startups,SendGrid,0.5312919847080616,2.108,series-a,series-b
Highway 12 Ventures,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
Highway 12 Ventures,Foundry Group,SendGrid,0.5312919847080616,2.108,series-a,series-b
Highway 12 Ventures,SoftTech VC,SendGrid,0.5312919847080616,2.108,series-a,series-b
Highway 12 Ventures,Techstars,SendGrid,0.5312919847080616,2.108,series-a,series-b
Matt Mullenweg,500 Startups,SendGrid,0.5312919847080616,2.108,series-a,series-b
Matt Mullenweg,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
Matt Mullenweg,Foundry Group,SendGrid,0.5312919847080616,2.108,series-a,series-b
Matt Mullenweg,Highway 12 Ventures,SendGrid,0.5312919847080616,2.108,series-a,series-b
Matt Mullenweg,SoftTech VC,SendGrid,0.5312919847080616,2.108,series-a,series-b
Matt Mullenweg,Techstars,SendGrid,0.5312919847080616,2.108,series-a,series-b
Scott Petry,500 Startups,SendGrid,0.5312919847080616,2.108,series-a,series-b
Scott Petry,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
Scott Petry,Foundry Group,SendGrid,0.5312919847080616,2.108,series-a,series-b
Scott Petry,Highway 12 Ventures,SendGrid,0.5312919847080616,2.108,series-a,series-b
Scott Petry,SoftTech VC,SendGrid,0.5312919847080616,2.108,series-a,series-b
Scott Petry,Techstars,SendGrid,0.5312919847080616,2.108,series-a,series-b
SoftTech VC,500 Startups,SendGrid,0.5312919847080616,2.108,series-a,series-b
SoftTech VC,Bessemer Venture Partners,SendGrid,0.5312919847080616,2.108,series-a,series-b
